,default_profile,default_profile_image,favourites_count,followers_count,friends_count,geo_enabled,lang,location,statuses_count,verified,average_tweets_per_day,account_age_days,account_type,screen_name_len,description_len
168,1,0,19868,83404,91815,0,1,1,56015,0,16.622,3370,0,9,108
3916,1,0,204,5,0,0,1,0,54,0,0.02,2769,0,10,57
33050,0,0,49037,707460,2844,1,1,1,36385,1,7.818,4654,1,11,126
23593,0,0,26255,85396,58656,0,1,1,10658,0,2.756,3867,1,9,151
31291,0,0,589,600,492,0,1,1,45554,0,12.197,3735,1,9,105
36966,0,0,15031,32622,270,1,1,1,588,0,0.297,1981,1,12,84
5058,1,0,65,5,72,0,1,1,87,0,0.127,684,1,12,107
18144,1,0,528,17,0,0,1,0,113,0,0.04,2834,0,15,43
27073,0,0,8855,1166670,732,1,1,1,4662,1,1.194,3906,1,12,66
12774,0,0,75,508,278,1,1,1,44269,0,10.508,4213,1,11,88
28507,0,0,389,1622710,579,0,1,1,2601,1,0.647,4023,1,6,160
15501,1,0,5,299,575,1,1,1,788,0,0.219,3591,0,10,116
5678,1,0,378,0,0,0,1,0,740,0,0.549,1347,1,15,155
32393,0,0,1054,6,0,0,1,1,1154,0,0.51,2264,0,12,113
993,0,0,16606,525,163,0,1,0,4898,0,3.355,1460,0,12,138
17143,0,0,0,25,348,0,1,1,25,0,0.026,966,0,12,86
11720,1,0,31470,350829,999,1,1,1,87226,1,28.156,3098,1,11,133
16696,0,0,20811,2211,3171,0,1,1,15956,0,4.093,3898,1,6,123
35056,1,0,322,20,15,0,1,0,52,0,0.018,2851,0,9,14
7142,1,0,2957,1577,1269,1,1,1,6032,1,1.783,3383,1,11,153
36553,1,0,370,1176997,11,1,1,1,3909,1,1.627,2402,1,9,22
30105,0,0,2568,19455,4057,1,1,1,10629,0,3.117,3410,0,14,91
22715,0,0,583,1404761,160,0,1,1,11160,1,3.337,3344,1,12,136
24127,0,0,1383,621,376,0,1,1,1035,0,0.451,2294,1,10,84
9132,0,0,19582,72,144,0,1,1,3438,0,1.21,2842,1,11,153
4389,0,0,12399,321,45,1,1,1,10604,0,2.998,3537,1,13,32
71,1,0,21,31,4,0,1,0,3547,0,2.19,1620,0,15,80
26790,1,0,1237,28,130,0,1,1,1786,0,0.55,3245,0,15,67
7674,1,0,409,4,0,0,1,0,73,0,0.023,3107,0,8,68
5275,1,1,897,19,25,0,1,1,1273,0,0.333,3828,0,9,35
31622,1,0,1348,60,7,0,1,1,1800,0,0.57,3159,0,10,105
12755,1,0,122,0,0,0,1,0,240,0,0.212,1133,1,15,122
16509,1,0,3662,220,214,0,1,1,3724,0,4.407,845,1,12,50
12223,0,0,3471,1115,605,1,1,1,4513,0,1.157,3900,1,15,137
30230,0,0,2593,17,378,0,1,1,3447,0,0.823,4186,0,7,23
36953,1,0,258,8,0,0,1,0,50,0,0.014,3635,0,10,60
28741,0,0,13997,633728,638,1,1,1,13086,0,3.361,3894,1,12,154
32230,1,0,55413,11669,11855,0,1,1,20208,0,17.184,1176,0,11,149
28422,0,0,67760,33278,1738,1,1,1,12816,0,3.623,3537,0,14,139
8290,1,0,1332,6,11,0,1,0,1332,0,0.911,1462,0,15,43
32153,0,0,5467,324,308,1,1,1,19960,0,4.826,4136,1,7,115
10812,0,0,12122,182605,933,1,1,1,197493,1,41.059,4810,1,4,89
35305,0,0,4594,353,592,1,1,1,1230,0,0.779,1579,1,10,122
10193,0,0,2356,78,0,0,1,1,4058,0,1.095,3707,0,8,75
12985,1,0,977,29,8,1,1,0,15,0,0.004,3394,0,12,35
6227,0,0,26580,991,385,1,1,1,56523,0,24.802,2279,1,7,75
27502,0,0,9134,2933,3400,1,1,1,15171,1,3.579,4239,1,8,159
32123,1,0,3114,51,170,0,1,1,3381,0,0.849,3983,0,13,97
13432,1,0,2656,3219811,398,1,1,0,14093,1,3.67,3840,1,12,103
8713,1,0,0,103,1,0,1,1,12313,0,7.72,1595,0,12,160
12128,0,0,55432,1195,1866,1,1,1,29438,0,12.861,2289,1,13,33
21192,1,0,2042,55,520,0,1,1,2173,0,2.259,962,1,9,20
3022,0,0,26382,4747,662,1,1,1,18558,0,4.503,4121,1,14,104
29772,0,0,5114,115643,219,0,1,1,66138,0,21.792,3035,0,12,82
19884,1,0,9063,593,1250,1,1,1,3328,0,1.057,3150,1,7,159
34310,1,0,295,20,0,0,1,1,59,0,0.015,3851,0,9,57
24080,0,0,35998,376,783,0,1,1,13993,0,5.756,2431,1,14,137
26503,0,0,17713,3091,889,1,1,1,52147,1,12.508,4169,1,8,113
14781,1,0,10804,789,2530,1,1,1,3232,0,1.218,2654,1,14,116
32501,0,0,14453,124019,6585,0,1,0,58173,1,15.273,3809,1,13,73
20722,0,0,2858,372,1909,0,1,1,2846,0,0.677,4206,0,10,139
5088,0,0,5906,19689,1236,0,1,1,2127,1,0.543,3920,1,10,25
17284,0,0,2291,47,0,0,1,1,3234,0,0.979,3302,0,8,69
12919,1,0,2239,32,0,0,1,0,3536,0,1.272,2780,0,10,77
2407,0,0,11746,6539,1674,1,1,1,7250,1,1.789,4052,1,11,141
4600,0,0,1516,50,0,0,1,0,2275,0,0.544,4179,0,9,100
27691,0,0,32635,953,1088,1,1,1,29319,0,7.248,4045,1,11,123
11268,0,0,8276,40449,435,1,1,1,4162,0,4.624,900,1,12,155
32835,0,0,412,371,585,1,1,1,5797,0,1.52,3815,1,10,46
14123,0,0,23251,24667,1264,1,1,1,99480,1,22.112,4499,1,11,102
23749,0,0,315,85,0,1,1,1,124,0,0.056,2225,0,8,64
1855,0,0,0,851,1,0,1,1,38572,0,23.001,1677,0,15,133
30345,0,0,1424,2255789,657,0,1,1,7914,1,1.892,4182,1,6,13
32406,1,0,848,103,411,0,1,0,910,0,0.375,2428,0,9,38
13403,1,0,12,1,0,0,1,1,23,0,0.008,3026,0,15,123
8435,0,0,2,338,914,1,1,1,1285,0,0.325,3956,0,15,160
24706,0,0,7151,4224196,259,1,1,1,5675,1,1.808,3138,1,14,125
21,1,0,187,4,0,0,1,0,23,0,0.008,2741,0,7,57
24110,0,0,1127,989,874,0,1,1,2591,0,0.771,3360,1,15,160
26302,0,0,1375,1405,418,0,1,1,59384,0,12.73,4665,1,9,81
11057,0,0,369,15802,146,1,1,1,1802,0,0.414,4353,1,11,156
9960,0,0,45126,11806,282,1,1,1,111947,0,26.434,4235,1,14,160
14860,1,0,1169,956,1119,1,1,1,1054,0,1.282,822,1,11,119
15113,1,0,2373,14,76,0,1,0,3262,0,1.136,2871,0,10,160
26844,1,0,1787,5,0,0,1,1,2541,0,0.84,3026,0,13,77
7831,0,0,483,56,0,0,1,1,155,0,0.043,3606,0,11,62
22395,0,0,126182,170,407,1,1,1,1406,0,0.469,2999,1,10,109
25267,0,0,19347,4123,2877,1,1,1,28930,0,6.971,4150,1,7,137
1330,1,0,28,69,0,1,1,0,797,0,0.261,3050,1,12,17
15757,1,0,445,18,0,0,1,0,90,0,0.029,3100,0,13,70
6942,0,0,150309,4475,4641,1,1,1,132468,0,30.742,4309,1,9,98
37009,0,0,2,35,12,0,1,1,6969,0,7.735,901,0,11,80
35487,0,0,2,1367512,16,0,1,0,35019,0,14.178,2470,0,10,82
16988,0,0,101,282,11,0,1,1,21761,0,18.442,1180,0,8,134
6072,1,0,27,23,0,0,1,1,173,0,0.136,1271,0,15,95
4985,0,0,12,245,368,1,1,1,7285,0,1.931,3772,0,15,81
6086,1,0,213,13,0,0,1,0,43,0,0.015,2795,0,11,35
10876,0,0,604,116751,56,1,1,0,3428,1,1.07,3204,1,15,32
29843,1,0,1471,35,0,0,1,0,2085,0,0.845,2466,0,14,37
9031,0,0,1290,2962,719,1,1,1,7166,1,1.625,4410,1,7,157
13352,0,0,2439,581,979,0,1,0,45948,0,35.481,1295,0,15,98
33135,0,0,128,447,1921,1,1,1,7479,0,2.615,2860,0,7,147
13153,0,0,3945,570,1133,0,1,1,21401,0,5.695,3758,1,9,123
12010,1,0,7,90407,86686,0,1,1,133714,0,34.596,3865,0,9,152
36341,1,0,15256,77,765,0,1,1,5237,0,5.565,941,1,12,100
3017,1,0,3975,528,526,1,1,0,2956,0,1.468,2014,1,12,45
18804,0,0,2742,1465,2087,1,1,1,124735,0,30.283,4119,1,11,74
19720,1,0,399,161,890,1,1,0,832,0,0.263,3164,1,13,129
13201,1,0,2954,155,215,0,1,0,4939,0,1.659,2977,0,10,35
13873,1,0,1110,3,33,0,1,1,1564,0,0.581,2693,0,6,32
16346,1,0,3105,432,567,1,1,1,2406,0,0.754,3189,1,12,98
20032,0,0,1255,1155183,1977,1,1,1,65095,1,16.397,3970,1,12,130
11896,0,0,248,7,0,0,1,0,50,0,0.016,3036,0,12,47
32157,1,0,534,14,0,0,1,0,104,0,0.062,1677,0,9,35
34302,0,0,29915,234,195,1,1,1,23400,0,12.857,1820,1,10,28
32707,1,0,1,85,914,0,1,1,418,0,0.21,1986,0,15,47
15690,0,0,1733,7325,1629,1,1,1,3408,0,0.982,3472,1,8,158
24522,0,0,3037,676,949,1,1,1,2078,0,0.967,2150,1,14,158
18819,0,0,45662,4856,5347,1,1,1,33964,0,15.58,2180,1,14,160
32047,0,0,3919,202,754,1,1,1,3034,0,0.733,4137,1,11,95
10723,1,0,9,0,0,0,1,1,102,0,0.084,1220,0,15,78
10813,0,0,5474,1119,3104,1,1,1,13017,0,2.799,4650,1,11,99
11548,0,0,1200,133,327,0,1,0,1890,0,0.529,3572,1,10,104
6117,1,0,40777,430,1827,1,1,1,11663,0,4.484,2601,1,12,99
35130,1,0,2305,8,0,0,1,1,3395,0,1.026,3309,0,8,160
1042,0,0,564,146,272,1,1,1,692,0,0.213,3256,1,11,107
27430,0,0,34454,15544908,382,1,1,0,1364,1,0.425,3209,1,13,22
10096,0,0,154,12862395,26,0,1,1,120719,0,33.929,3558,0,12,136
32697,1,0,4285,667,682,0,1,1,3880,0,1.543,2515,1,10,65
17159,1,0,2918,1124524,627,0,1,0,8426,1,2.078,4054,1,15,44
34423,0,0,11275,19189,17421,0,1,0,4289,0,2.581,1662,0,13,43
32540,1,0,1739,11,21,0,1,1,2600,0,1.136,2288,0,13,98
9600,0,0,57549,25113,728,1,1,1,47014,0,11.637,4040,1,9,136
2677,0,0,4427,64,266,0,1,1,636,0,0.445,1430,1,12,98
27882,0,0,5009,28,102,0,1,1,1426,0,0.501,2846,1,12,47
18594,0,0,189641,1736,730,1,1,0,206243,0,71.488,2885,1,13,147
15354,0,0,99743,134,193,1,1,0,8511,0,7.104,1198,1,12,63
19166,1,0,6864,2825,827,1,1,1,3680,1,0.879,4186,1,5,129
29401,0,0,7712,1080,1925,1,1,1,7356,0,2.133,3448,1,6,13
3232,1,0,0,1000,11,0,1,0,10694,0,5.154,2075,0,13,102
17023,0,0,30275,617,377,1,1,0,40493,0,9.564,4234,1,14,14
3547,1,0,3431,224,310,0,1,0,1829,0,0.67,2731,1,14,37
2292,1,0,2277,49,0,0,1,1,3458,0,1.092,3167,0,13,114
28307,0,0,429,1110443,60,1,1,1,92339,1,22.788,4052,1,13,139
14637,0,0,4509,385,136,0,1,1,8373,0,3.085,2714,1,15,115
28308,1,0,752,477,241,0,1,0,120416,0,30.695,3923,1,11,20
21913,1,0,47250,316,203,1,1,0,22623,0,7.994,2830,1,14,79
26710,1,0,2121,873,2477,0,1,1,1923,0,1.506,1277,1,13,79
9244,0,0,223040,6682,6065,1,1,1,147383,0,32.745,4501,0,6,35
18318,0,0,450,11833040,641,0,1,1,15367,1,4.052,3792,1,10,138
4773,0,0,1918,13,31,0,1,1,2971,0,0.72,4127,0,9,149
11916,0,0,14070,408,204,1,1,1,35772,0,8.659,4131,1,14,98
31986,1,0,1538,12,91,0,1,1,2232,0,1.106,2018,0,12,38
16005,0,0,0,24,0,0,1,0,1431,0,0.942,1519,0,11,156
34545,0,0,23982,3798,82,1,1,1,796,1,0.286,2780,1,14,17
8257,0,0,2359,116,638,0,1,0,4729,0,1.515,3122,0,8,15
21357,0,0,0,12,4,0,1,0,5227,0,3.969,1317,0,13,65
14248,0,0,27002,2807,1328,1,1,1,21008,1,5.626,3734,1,13,158
33336,0,0,2152,4344666,914,0,1,1,9534,1,2.311,4125,1,14,87
14715,0,0,16936,8164,659,1,1,1,14322,0,3.43,4176,1,7,31
8832,0,0,1395,11391,769,0,1,1,5584,0,1.344,4156,1,9,137
25717,1,0,8089,9923,1845,0,1,0,4327,1,1.358,3186,1,13,74
12253,0,0,1066,1844795,415,1,1,0,48207,1,13.781,3498,0,6,36
16041,1,0,1291,4,53,0,1,1,1620,0,0.971,1668,0,8,57
5397,1,0,1277,339,129,0,1,0,422,0,0.149,2837,1,13,27
6503,1,0,8701,744,1439,0,1,0,11437,0,9.283,1232,0,10,61
34783,0,0,25163,589,199,1,1,1,43794,0,13.323,3287,1,10,30
4763,0,0,3214,2810349,448,1,1,1,8760,1,2.18,4019,1,11,66
14534,0,0,96,231392,184566,0,1,0,1496,0,0.405,3694,0,11,159
3628,1,0,271,13,0,0,1,0,50,0,0.03,1664,0,9,57
15685,1,0,19084,228,222,1,1,1,12038,0,4.905,2454,0,8,22
31602,0,0,1586,355,194,0,1,1,2444,0,1.147,2130,1,13,69
34190,1,0,112,0,0,0,1,0,20,0,0.006,3464,0,7,52
20874,1,0,0,41506,0,0,1,0,74624,0,50.765,1470,0,8,117
29714,1,0,590,13,0,0,1,0,29,0,0.01,2989,0,9,56
6621,1,0,2,5908,6873,0,1,0,405,0,0.356,1139,0,12,157
29287,1,0,316,152,708,1,1,1,484,0,0.158,3070,1,8,21
12779,0,0,5101,7715,7758,1,1,1,4827,0,1.532,3150,1,13,156
3061,1,0,3849,202,338,0,1,1,86,0,0.04,2166,0,8,54
5636,0,0,0,19,1,0,1,1,14160,0,12.454,1137,0,12,79
15720,0,0,325,817,758,0,1,1,686,0,0.281,2440,0,14,144
35894,0,0,1494,160,161,0,1,1,7211,0,1.716,4202,1,4,47
26261,1,0,151,13,149,0,1,0,43,0,0.018,2364,0,12,41
34711,0,0,2864,132,133,0,1,1,5165,0,1.893,2728,0,13,156
30839,1,0,3093,245039,319,1,1,1,3195,1,3.28,974,1,12,88
22658,0,0,2915,65121,0,1,1,1,16180,0,3.942,4104,1,12,98
27410,0,0,0,294,19,0,1,1,982,0,0.459,2140,0,11,41
13233,1,0,1332,12,35,0,1,0,1332,0,0.91,1463,0,15,158
24481,1,0,1249,1,0,0,1,1,1249,0,0.77,1622,0,10,147
25099,0,0,2191,0,0,0,1,0,2194,0,0.763,2875,0,15,70
10891,0,0,731,4624506,161,1,1,1,2962,1,0.773,3833,1,14,114
29289,1,0,141,15,0,0,1,0,53,0,0.03,1760,0,14,64
22560,1,0,15,28,0,0,1,0,20484,0,18.0,1138,0,13,145
14035,0,0,3564,465,201,1,1,1,5322,0,2.44,2181,1,11,29
20321,0,0,32968,1372,2543,1,1,1,17803,0,5.221,3410,1,11,156
10717,0,0,2541,9010734,716,1,1,1,19487,1,5.093,3826,1,3,115
1270,1,0,1194,136,467,1,1,1,394,0,0.235,1680,1,13,159
269,0,0,9245,1981,1491,1,1,1,3750,0,1.053,3561,1,11,145
12240,0,0,1575,5752,1063,1,1,1,7400,1,1.797,4117,1,12,157
3130,0,0,7702,766,786,0,1,1,18849,0,6.79,2776,0,11,55
18405,0,0,0,96,1,0,1,0,4180,0,3.044,1373,0,11,67
2408,1,0,540,16,0,0,1,0,94,0,0.026,3630,0,13,57
19235,0,0,153,3846,8,1,1,1,12998,0,3.12,4166,1,4,149
9444,1,0,33521,192,436,1,1,1,5663,0,1.84,3077,1,12,59
5339,0,0,2,85,12,0,1,1,11507,0,13.318,864,0,9,159
22252,1,0,1158,68,0,0,1,1,212,0,0.07,3046,0,8,78
30990,1,0,647,44,0,0,1,0,98,0,0.052,1879,0,12,79
34664,1,0,368,95,645,1,1,1,1245,0,0.317,3923,1,8,60
11968,0,0,2212,23,184,0,1,1,3373,0,1.098,3072,0,13,99
34970,0,0,1348,302,258,1,1,1,8308,0,2.662,3121,1,15,59
1490,0,0,123,88005,353,1,1,1,16782,1,4.391,3822,1,12,49
3366,1,0,16,109,1,0,1,0,1418,0,1.779,797,0,9,26
5261,1,0,625,583,178,1,1,1,3374,0,1.935,1744,1,10,159
33108,0,0,480,86485,95039,0,1,1,451837,0,118.406,3816,0,9,66
31000,0,0,9279,165,246,0,1,1,31042,0,7.718,4022,1,15,52
32424,0,0,84745,602,711,1,1,1,45239,0,11.212,4035,1,12,133
25604,0,0,12303,4005,3984,0,1,1,23191,0,5.575,4160,1,12,125
29241,1,0,28459,452,3494,1,1,1,7614,0,2.856,2666,0,11,37
24167,1,0,51933,315,1002,1,1,0,43530,0,18.183,2394,0,9,10
37115,0,0,14323,20735,1588,1,1,1,18361,1,6.576,2792,1,10,68
13807,0,0,60,50706,168,0,1,1,556,1,0.132,4207,1,13,45
14905,1,0,0,324,3,0,1,1,9060,0,6.004,1509,0,15,126
37223,1,0,346,0,20,0,1,1,346,0,0.245,1415,0,15,92
25904,0,0,137,228734,395,1,1,1,16112,1,4.217,3821,1,13,115
4213,1,0,29914,413,1330,1,1,1,11281,0,4.924,2291,1,11,148
8160,0,0,974,2077105,85,0,1,1,87862,1,20.31,4326,0,7,73
27948,0,0,18228,4229,4248,1,1,1,207766,0,64.624,3215,1,9,111
4007,0,0,1587,24441,633,1,1,1,52828,0,12.641,4179,1,10,33
19554,1,0,18876,497,492,1,1,1,7153,0,3.781,1892,1,8,37
30760,0,0,19164,299,517,1,1,1,17372,0,26.644,652,1,14,125
8031,1,0,1332,10,8,0,1,0,1332,0,0.91,1463,0,15,126
11095,0,0,2314,154,268,0,1,1,3454,0,0.883,3911,0,7,88
15918,1,0,2238,1482,0,1,1,1,3666,0,1.154,3176,0,10,107
34814,0,0,17161,502,236,1,1,1,9690,0,3.088,3138,1,10,115
680,0,0,1535,4,24,0,1,1,2255,0,0.519,4341,0,6,31
32552,1,0,10306,234,343,1,1,1,6329,0,4.231,1496,0,15,157
28171,0,0,12618,100,262,1,1,1,4153,0,1.08,3845,1,15,137
3435,1,0,2517,10,166,0,1,0,3316,0,1.472,2252,0,8,34
18137,1,0,0,182,0,0,1,1,129,0,0.125,1031,0,10,39
11743,1,0,1385,67,482,1,1,1,1781,0,1.198,1487,0,15,116
30245,0,0,5477,356,1076,1,1,1,2391,0,0.787,3037,1,11,28
1823,0,0,65,5,0,0,1,1,102,0,0.029,3530,0,11,107
7487,0,0,28991,2311,852,1,1,1,11090,0,3.576,3101,1,15,137
37319,0,0,7718,83,395,0,1,1,4783,0,1.256,3808,1,14,134
11676,1,0,0,52,2,0,1,1,2995,0,3.004,997,0,11,138
20658,0,0,15254,8273,202,0,1,1,14060,0,4.051,3471,1,9,113
17397,0,0,2166,93,607,0,1,1,6336,0,1.71,3706,1,15,84
23715,1,0,1,4,1,0,1,0,17346,0,18.999,913,0,8,157
33221,0,0,466,47,870,0,1,1,469,0,0.13,3615,0,11,80
3881,1,0,76,9,73,0,1,1,49,0,0.052,949,0,13,107
10861,0,0,19369,1267,484,1,1,0,47095,0,17.391,2708,1,11,14
10978,0,0,3,25585,0,1,1,1,16446,0,9.328,1763,0,11,101
12280,0,0,24445,2471,1623,1,1,1,33542,0,8.051,4166,1,8,76
6804,0,0,12,26,31,0,1,1,1109,0,0.421,2634,0,11,131
9266,0,0,129162,1564,2473,1,1,1,166813,0,47.016,3548,1,14,160
17675,1,0,4805,51,786,0,1,0,8083,0,3.916,2064,1,13,141
8573,0,0,2503,3551,563,0,1,1,20962,0,6.83,3069,1,14,65
27518,1,0,270,105,74,0,1,0,116,0,0.078,1489,1,15,91
13035,1,0,110,3,0,0,1,0,11,0,0.007,1603,0,15,46
29793,1,0,116678,1368,703,1,1,1,149984,0,80.898,1854,0,12,46
11044,1,0,53867,694,657,1,1,1,46324,0,28.35,1634,1,12,45
13870,1,0,48,7,0,0,1,0,15,0,0.007,2132,0,15,57
18801,0,0,2002,27,0,0,1,1,71,0,0.021,3323,0,15,57
5611,0,0,2793,109,146,0,1,0,3415,0,1.153,2961,1,7,45
30178,0,0,8593,339,732,1,1,1,31688,0,7.887,4018,1,12,99
18321,1,0,136,75,254,1,1,1,31,0,0.012,2538,0,12,12
3447,1,0,307,1475,1814,0,1,1,238360,0,102.83,2318,0,12,153
16651,1,0,106,209,1991,0,1,1,5540,0,2.894,1914,0,6,98
24594,0,0,1226,149614,1151,1,1,1,152102,1,32.473,4684,0,11,122
26865,1,0,49,83,220,0,1,1,206,0,0.286,720,1,15,108
5799,1,0,261,3,0,1,1,0,141,0,0.046,3097,0,12,51
16199,0,0,41867,22386,1065,0,1,1,251107,1,65.804,3816,1,15,60
30664,1,0,948,63,0,0,1,0,130,0,0.055,2355,0,12,60
6587,1,0,2280,170,661,0,1,1,1539,0,0.476,3230,0,13,79
26661,1,0,198,49681,101,0,1,0,1793,0,0.917,1955,1,14,149
15246,1,0,33,47,16,0,1,0,3890,0,6.184,629,0,10,109
3197,0,0,46812,117976,301,1,1,1,20892,1,5.915,3532,0,12,49
32804,0,0,1412,14,211,0,1,0,402,0,0.134,3004,0,5,9
20634,0,0,59301,23903,184,1,1,1,472151,0,180.073,2622,0,7,31
30993,1,0,173,0,0,0,1,0,310,0,0.241,1287,1,15,128
5431,1,0,2155,9,18,0,1,1,3000,0,0.924,3246,0,7,42
11133,0,0,20437,146,411,1,1,0,6051,0,1.471,4114,1,11,132
20494,0,0,46,928,5,0,1,0,8697,0,4.058,2143,1,12,143
27133,1,0,133534,893,767,1,1,1,160917,0,70.609,2279,1,10,52
36859,0,0,17751,1503576,2474,0,1,1,8367,1,2.152,3888,1,13,151
27605,1,0,2329,326,219,0,1,1,4104,0,1.221,3360,0,11,98
19256,0,0,2236,20,0,0,1,0,4631,0,1.55,2987,0,12,14
25572,0,0,62273,24959,6886,0,1,0,29107,1,11.496,2532,1,10,156
26004,1,0,146,3,0,0,1,0,42,0,0.013,3292,0,11,40
15598,0,0,8433,580,1412,1,1,1,2977,0,0.817,3644,1,9,38
1390,0,0,5658,888,840,1,1,1,3087,0,0.768,4019,1,8,156
15979,0,0,4395,10,31,0,1,0,3361,0,2.396,1403,1,11,97
29371,0,0,2453,208,33,1,1,1,5514,0,1.395,3954,0,14,82
1387,1,0,32,0,58,0,1,1,452,0,0.355,1273,0,15,67
26139,0,0,9586,1766001,510,1,1,1,61183,1,15.129,4044,1,10,138
34328,1,0,2168,3,140,0,1,1,2195,0,0.763,2875,0,15,102
33797,1,0,113,1,0,0,1,0,19,0,0.007,2825,0,8,54
2571,1,0,290,6,0,0,1,0,59,0,0.015,3842,0,8,61
34835,0,0,64598,675,101,0,1,1,14231,0,4.057,3508,1,6,157
31345,1,0,1330,6,34,0,1,0,1332,0,0.921,1446,0,13,153
21555,0,0,1436,93729,47288,1,1,1,447659,0,107.559,4162,0,7,157
14365,1,0,7228,80,560,0,1,1,3508,0,3.309,1060,1,8,43
18958,1,0,676,3,25,0,1,1,1089,0,0.841,1295,0,11,28
14041,0,0,2000,590,1700,0,1,1,5426,0,1.351,4017,0,14,147
25770,0,0,2520,461,0,0,1,0,4171,0,1.249,3340,0,15,148
2015,1,0,1968,21,17,0,1,1,2465,0,0.99,2489,0,12,43
33541,0,0,42698,166271,695,1,1,1,20479,0,9.738,2103,1,13,160
28775,0,0,262,8417,373,1,1,1,3107,0,1.017,3055,1,15,88
22800,1,0,72,0,0,0,1,0,141,0,0.098,1444,1,11,153
33475,1,0,0,96,3,0,1,0,809,0,0.622,1301,0,9,100
35303,0,0,0,14,0,0,1,1,7624,0,7.534,1012,0,11,133
10355,0,0,53492,4862078,1379,1,1,1,58227,1,22.978,2534,1,14,65
26824,1,0,6922,264,393,1,1,0,5197,0,2.345,2216,0,11,26
26205,1,0,70,0,0,0,1,0,166,0,0.115,1445,1,14,146
14688,0,0,318,0,0,0,1,1,502,0,0.164,3052,0,13,109
21447,0,0,1836,66,280,1,1,1,891,0,0.236,3780,1,14,156
17621,0,0,0,2307896,0,0,1,1,2647,1,0.652,4061,1,14,41
30907,0,0,229879,2064,244,1,1,1,300118,0,78.278,3834,1,11,137
11308,0,0,7,32,0,1,1,1,182,0,0.047,3874,1,13,108
2035,1,0,381,18,0,0,1,1,336,0,0.124,2716,0,13,63
36430,1,0,1121,3,0,0,1,1,1661,0,0.532,3121,0,13,101
27236,0,0,640,372,1033,0,1,1,4269,0,1.156,3693,0,8,64
101,0,0,8536,152,659,0,1,1,4124,0,1.43,2883,1,13,122
33634,0,0,486,7417,5097,1,1,1,3211,0,0.758,4238,0,8,155
31566,1,0,46,8,0,0,1,0,10,0,0.004,2688,0,8,47
19845,0,0,15439,137,118,1,1,1,3755,0,1.489,2522,1,8,38
27034,1,0,36,24,9,0,1,1,201,0,0.156,1287,0,15,140
12289,1,0,5004,120,365,1,1,0,375,0,0.293,1279,1,11,74
15179,0,0,11550,239935,73384,1,1,1,410096,1,90.649,4524,1,13,159
34020,0,0,3391,315,718,1,1,1,8078,0,2.192,3686,1,15,85
13683,1,0,17,32,172,0,1,1,71,0,0.1,710,1,15,157
1553,1,0,12596,25,1005,0,1,1,2850,0,2.476,1151,1,15,57
12529,0,0,15879,9510,366,0,1,1,50907,1,11.248,4526,1,14,160
8802,1,0,2163,4681,0,0,1,0,6751,0,2.283,2957,0,14,32
12634,0,0,219,100750,881,0,1,1,41512,1,9.905,4191,1,13,119
20660,1,0,1667,124,1670,1,1,1,2337,0,0.839,2784,0,11,63
34782,0,0,9256,617,626,1,1,1,3153,0,1.185,2660,1,15,160
35835,0,0,2179,223,0,0,1,1,3201,0,1.647,1943,0,14,146
29515,0,0,7940,61983,643,1,1,1,8213,1,2.054,3999,1,13,146
21718,0,0,556,1650,1643,1,1,1,2277,0,0.686,3317,0,11,158
14018,0,0,236,78,1191,0,1,1,87,0,0.035,2503,0,9,29
30457,0,0,32564,1063,1394,0,1,1,1545,0,2.071,746,1,13,142
29058,1,0,841,2,41,0,1,1,1155,0,0.968,1193,0,7,25
14499,0,0,5316,653364,3342,1,1,1,4621,1,1.142,4047,1,11,102
7881,1,0,1612,50,473,0,1,0,1822,0,1.02,1787,1,11,21
19341,0,0,1456,2207,1051,1,1,1,2230,0,0.523,4261,1,12,35
29721,0,0,161,5768,729,0,1,1,2431,0,0.722,3366,1,14,64
18015,1,0,74,18,17,0,1,1,591,0,0.464,1274,0,15,100
10494,1,0,2115,1,0,0,1,0,3054,0,0.819,3731,0,12,36
534,0,0,3497,8451,660,1,1,1,3547,0,1.201,2953,0,15,160
21716,0,0,2026,4838,3125,1,1,1,103128,0,26.029,3962,1,14,157
1249,0,0,26013,230773,67258,1,1,1,40954,1,9.933,4123,1,9,70
35926,0,0,35089,15903,3560,1,1,1,73994,1,23.196,3190,1,8,126
4343,0,0,19,591195,308,1,1,1,636197,1,141.252,4504,0,12,118
23839,1,0,3528,163,41,1,1,1,10749,0,2.73,3938,0,13,55
9974,0,0,1707,1344151,184,1,1,1,8589,1,2.193,3917,1,5,70
36297,0,0,116,297893,1363,1,1,1,83382,1,20.224,4123,1,14,158
30646,0,0,3912,258,269,1,1,1,4144,0,1.584,2616,1,9,64
27975,1,0,1332,10,31,0,1,0,1332,0,0.921,1446,0,15,138
9428,1,0,11094,3023,895,0,1,1,26320,0,11.687,2252,1,14,158
8149,1,0,38,693,466,0,1,0,145011,0,82.911,1749,0,14,159
1687,1,0,2162,100,253,0,1,1,6134,0,1.913,3207,0,11,34
7553,0,0,2320,19,52,0,1,1,486,0,0.17,2866,0,6,21
12349,0,0,0,121,0,0,1,0,11633,0,6.949,1674,0,9,87
11844,1,0,300,48,284,0,1,1,2306,0,0.691,3335,0,14,59
31371,1,0,1523,46,63,0,1,1,3105,0,3.838,809,1,8,137
